Year,Date,Time,Round,Stadium,City,Country,HomeTeam,HomeGoals,AwayGoals,AwayTeam,Observation,Match Winner,Total Goals
1930,1930-07-13, 15:00 ,Group 1,Pocitos,Montevideo ,Uruguay,France,4,1,Mexico, ,France,5
1930,1930-07-13, 15:00 ,Group 4,Parque Central,Montevideo ,Uruguay,USA,3,0,Belgium, ,USA,3
1930,1930-07-14, 12:45 ,Group 2,Parque Central,Montevideo ,Uruguay,Yugoslavia,2,1,Brazil, ,Yugoslavia,3
1930,1930-07-14, 14:50 ,Group 3,Pocitos,Montevideo ,Uruguay,Romania,3,1,Peru, ,Romania,4
1930,1930-07-15, 16:00 ,Group 1,Parque Central,Montevideo ,Uruguay,Argentina,1,0,France, ,Argentina,1
1930,1930-07-16, 14:45 ,Group 1,Parque Central,Montevideo ,Uruguay,Chile,3,0,Mexico, ,Chile,3
1930,1930-07-17, 12:45 ,Group 2,Parque Central,Montevideo ,Uruguay,Yugoslavia,4,0,Bolivia, ,Yugoslavia,4
1930,1930-07-17, 14:45 ,Group 4,Parque Central,Montevideo ,Uruguay,USA,3,0,Paraguay, ,USA,3
1930,1930-07-18, 14:30 ,Group 3,Estadio Centenario,Montevideo ,Uruguay,Uruguay,1,0,Peru, ,Uruguay,1
1930,1930-07-19, 12:50 ,Group 1,Estadio Centenario,Montevideo ,Uruguay,Chile,1,0,France, ,Chile,1
1930,1930-07-19, 15:00 ,Group 1,Estadio Centenario,Montevideo ,Uruguay,Argentina,6,3,Mexico, ,Argentina,9
1930,1930-07-20, 13:00 ,Group 2,Estadio Centenario,Montevideo ,Uruguay,Brazil,4,0,Bolivia, ,Brazil,4
1930,1930-07-20, 15:00 ,Group 4,Estadio Centenario,Montevideo ,Uruguay,Paraguay,1,0,Belgium, ,Paraguay,1
1930,1930-07-21, 14:50 ,Group 3,Estadio Centenario,Montevideo ,Uruguay,Uruguay,4,0,Romania, ,Uruguay,4
1930,1930-07-22, 14:45 ,Group 1,Estadio Centenario,Montevideo ,Uruguay,Argentina,3,1,Chile, ,Argentina,4
1930,1930-07-26, 14:45 ,Semi-finals,Estadio Centenario,Montevideo ,Uruguay,Argentina,6,1,USA, ,Argentina,7
1930,1930-07-27, 14:45 ,Semi-finals,Estadio Centenario,Montevideo ,Uruguay,Uruguay,6,1,Yugoslavia, ,Uruguay,7
1930,1930-07-30, 14:15 ,Final,Estadio Centenario,Montevideo ,Uruguay,Uruguay,4,2,Argentina, ,Uruguay,6
1934,1934-05-27, 16:30 ,Preliminary round,Stadio Benito Mussolini,Turin ,Italy,Austria,3,2,France,Austria win after extra time ,Austria,5
1934,1934-05-27, 16:30 ,Preliminary round,Giorgio Ascarelli,Naples ,Italy,Hungary,4,2,Egypt, ,Hungary,6
1934,1934-05-27, 16:30 ,Preliminary round,San Siro,Milan ,Italy,Switzerland,3,2,Netherlands, ,Switzerland,5
1934,1934-05-27, 16:30 ,Preliminary round,Littorale,Bologna ,Italy,Sweden,3,2,Argentina, ,Sweden,5
1934,1934-05-27, 16:30 ,Preliminary round,Giovanni Berta,Florence ,Italy,Germany,5,2,Belgium, ,Germany,7
1934,1934-05-27, 16:30 ,Preliminary round,Luigi Ferraris,Genoa ,Italy,Spain,3,1,Brazil, ,Spain,4
1934,1934-05-27, 16:30 ,Preliminary round,Nazionale PNF,Rome ,Italy,Italy,7,1,USA, ,Italy,8
1934,1934-05-27, 16:30 ,Preliminary round,Littorio,Trieste ,Italy,Czechoslovakia,2,1,Romania, ,Czechoslovakia,3
1934,1934-05-31, 16:30 ,Quarter-finals,Stadio Benito Mussolini,Turin ,Italy,Czechoslovakia,3,2,Switzerland, ,Czechoslovakia,5
1934,1934-05-31, 16:30 ,Quarter-finals,San Siro,Milan ,Italy,Germany,2,1,Sweden, ,Germany,3
1934,1934-05-31, 16:30 ,Quarter-finals,Giovanni Berta,Florence ,Italy,Italy,1,1,Spain, ,Draw,2
1934,1934-05-31, 16:30 ,Quarter-finals,Littorale,Bologna ,Italy,Austria,2,1,Hungary, ,Austria,3
1934,1934-06-01, 16:30 ,Quarter-finals,Giovanni Berta,Florence ,Italy,Italy,1,0,Spain, ,Italy,1
1934,1934-06-03, 16:30 ,Semi-finals,San Siro,Milan ,Italy,Italy,1,0,Austria, ,Italy,1
1934,1934-06-03, 16:30 ,Semi-finals,Nazionale PNF,Rome ,Italy,Czechoslovakia,3,1,Germany, ,Czechoslovakia,4
1934,1934-06-07, 18:00 ,Match for third place,Giorgio Ascarelli,Naples ,Italy,Germany,3,2,Austria, ,Germany,5
1934,1934-06-10, 17:30 ,Final,Nazionale PNF,Rome ,Italy,Italy,2,1,Czechoslovakia,Italy win after extra time ,Italy,3
1938,1938-06-04, 17:00 ,First round,Parc des Princes,Paris ,France,Switzerland,1,1,Germany, ,Draw,2
1938,1938-06-05, 17:00 ,First round,Velodrome Municipale,Reims ,France,Hungary,6,0,Dutch East Indies, ,Hungary,6
1938,1938-06-05, 17:00 ,First round,Stade Olympique,Colombes ,France,France,3,1,Belgium, ,France,4
1938,1938-06-05, 17:00 ,First round,Stade Municipal,Toulouse ,France,Cuba,3,3,Romania, ,Draw,6
1938,1938-06-05, 17:00 ,First round,Stade Vï¿½lodrome,Marseilles ,France,Italy,2,1,Norway,Italy win after extra time ,Italy,3
1938,1938-06-05, 17:30 ,First round,Stade de la Meinau,Strasbourg ,France,Brazil,6,5,Poland,Brazil win after extra time ,Brazil,11
1938,1938-06-05, 18:30 ,First round,Cavee Verte,Le Havre ,France,Czechoslovakia,3,0,Netherlands,Czechoslovakia win after extra time ,Czechoslovakia,3
1938,1938-06-09, 18:00 ,First round,Stade Municipal,Toulouse ,France,Cuba,2,1,Romania, ,Cuba,3
1938,1938-06-09, 18:00 ,First round,Parc des Princes,Paris ,France,Switzerland,4,2,Germany, ,Switzerland,6
1938,1938-06-12, 17:00 ,Quarter-finals,Stade du Parc Lescure,Bordeaux ,France,Brazil,1,1,Czechoslovakia, ,Draw,2
1938,1938-06-12, 17:00 ,Quarter-finals,Victor Boucquey,Lille ,France,Hungary,2,0,Switzerland, ,Hungary,2
1938,1938-06-12, 17:00 ,Quarter-finals,Fort Carree,Antibes ,France,Sweden,8,0,Cuba, ,Sweden,8
1938,1938-06-12, 17:00 ,Quarter-finals,Stade Olympique,Colombes ,France,Italy,3,1,France, ,Italy,4
1938,1938-06-14, 18:00 ,Quarter-finals,Stade du Parc Lescure,Bordeaux ,France,Brazil,2,1,Czechoslovakia, ,Brazil,3
1938,1938-06-16, 18:00 ,Semi-finals,Parc des Princes,Paris ,France,Hungary,5,1,Sweden, ,Hungary,6
1938,1938-06-16, 18:00 ,Semi-finals,Stade Vï¿½lodrome,Marseilles ,France,Italy,2,1,Brazil, ,Italy,3
1938,1938-06-19, 17:00 ,Match for third place,Stade du Parc Lescure,Bordeaux ,France,Brazil,4,2,Sweden, ,Brazil,6
1938,1938-06-19, 17:00 ,Final,Stade Olympique,Colombes ,France,Italy,4,2,Hungary, ,Italy,6
1950,1950-06-24, 15:00 ,Group 1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Brazil,4,0,Mexico, ,Brazil,4
1950,1950-06-25, 15:00 ,Group 2,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,England,2,0,Chile, ,England,2
1950,1950-06-25, 15:00 ,Group 2,Durival de Brito,Curitiba ,Brazil,Spain,3,1,USA, ,Spain,4
1950,1950-06-25, 15:00 ,Group 3,Pacaembu,Sao Paulo ,Brazil,Sweden,3,2,Italy, ,Sweden,5
1950,1950-06-25, 15:00 ,Group 1,Independencia,Belo Horizonte ,Brazil,Yugoslavia,3,0,Switzerland, ,Yugoslavia,3
1950,1950-06-28, 15:00 ,Group 1,Pacaembu,Sao Paulo ,Brazil,Brazil,2,2,Switzerland, ,Draw,4
1950,1950-06-28, 15:00 ,Group 1,Eucaliptos,Porto Alegre ,Brazil,Yugoslavia,4,1,Mexico, ,Yugoslavia,5
1950,1950-06-29, 15:00 ,Group 2,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Spain,2,0,Chile, ,Spain,2
1950,1950-06-29, 15:30 ,Group 3,Durival de Brito,Curitiba ,Brazil,Sweden,2,2,Paraguay, ,Draw,4
1950,1950-06-29, 15:00 ,Group 2,Independencia,Belo Horizonte ,Brazil,USA,1,0,England, ,USA,1
1950,1950-07-01, 15:00 ,Group 1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Brazil,2,0,Yugoslavia, ,Brazil,2
1950,1950-07-02, 15:00 ,Group 2,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Spain,1,0,England, ,Spain,1
1950,1950-07-02, 15:00 ,Group 3,Pacaembu,Sao Paulo ,Brazil,Italy,2,0,Paraguay, ,Italy,2
1950,1950-07-02, 15:00 ,Group 4,Independencia,Belo Horizonte ,Brazil,Uruguay,8,0,Bolivia, ,Uruguay,8
1950,1950-07-02, 15:40 ,Group 1,Eucaliptos,Porto Alegre ,Brazil,Switzerland,2,1,Mexico, ,Switzerland,3
1950,1950-07-02, 15:00 ,Group 2,Ilha do Retiro,Recife ,Brazil,Chile,5,2,USA, ,Chile,7
1950,1950-07-09, 15:00 ,Group 6,Pacaembu,Sao Paulo ,Brazil,Uruguay,2,2,Spain, ,Draw,4
1950,1950-07-09, 15:00 ,Group 6,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Brazil,7,1,Sweden, ,Brazil,8
1950,1950-07-13, 15:00 ,Group 6,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Brazil,6,1,Spain, ,Brazil,7
1950,1950-07-13, 15:00 ,Group 6,Pacaembu,Sao Paulo ,Brazil,Uruguay,3,2,Sweden, ,Uruguay,5
1950,1950-07-16, 15:00 ,Group 6,Pacaembu,Sao Paulo ,Brazil,Sweden,3,1,Spain, ,Sweden,4
1950,1950-07-16, 15:00 ,Group 6,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Uruguay,2,1,Brazil, ,Uruguay,3
1954,1954-06-16, 18:00 ,Group 3,Wankdorf Stadium,Berne ,Switzerland,Uruguay,2,0,Czechoslovakia, ,Uruguay,2
1954,1954-06-16, 18:00 ,Group 3,Hardturm,Zurich ,Switzerland,Austria,1,0,Scotland, ,Austria,1
1954,1954-06-16, 18:00 ,Group 1,Charmilles,Geneva ,Switzerland,Brazil,5,0,Mexico, ,Brazil,5
1954,1954-06-16, 18:00 ,Group 1,La Pontaise,Lausanne ,Switzerland,Yugoslavia,1,0,France, ,Yugoslavia,1
1954,1954-06-17, 18:00 ,Group 2,Wankdorf Stadium,Berne ,Switzerland,Germany,4,1,Turkey, ,Germany,5
1954,1954-06-17, 18:00 ,Group 2,Hardturm,Zurich ,Switzerland,Hungary,9,0,Korea Republic, ,Hungary,9
1954,1954-06-17, 18:10 ,Group 4,St. Jakob,Basel ,Switzerland,England,4,4,Belgium, ,Draw,8
1954,1954-06-17, 17:50 ,Group 4,La Pontaise,Lausanne ,Switzerland,Switzerland,2,1,Italy, ,Switzerland,3
1954,1954-06-19, 16:50 ,Group 3,St. Jakob,Basel ,Switzerland,Uruguay,7,0,Scotland, ,Uruguay,7
1954,1954-06-19, 17:00 ,Group 3,Hardturm,Zurich ,Switzerland,Austria,5,0,Czechoslovakia, ,Austria,5
1954,1954-06-19, 17:10 ,Group 1,Charmilles,Geneva ,Switzerland,France,3,2,Mexico, ,France,5
1954,1954-06-19, 17:00 ,Group 1,La Pontaise,Lausanne ,Switzerland,Brazil,1,1,Yugoslavia, ,Draw,2
1954,1954-06-20, 16:50 ,Group 2,St. Jakob,Basel ,Switzerland,Hungary,8,3,Germany, ,Hungary,11
1954,1954-06-20, 17:00 ,Group 2,Charmilles,Geneva ,Switzerland,Turkey,7,0,Korea Republic, ,Turkey,7
1954,1954-06-20, 17:10 ,Group 4,Wankdorf Stadium,Berne ,Switzerland,England,2,0,Switzerland, ,England,2
1954,1954-06-20, 17:00 ,Group 4,Comunale di Cornaredo,Lugano ,Switzerland,Italy,4,1,Belgium, ,Italy,5
1954,1954-06-23, 18:00 ,Group 2,Hardturm,Zurich ,Switzerland,Germany,7,2,Turkey, ,Germany,9
1954,1954-06-23, 18:00 ,Group 4,St. Jakob,Basel ,Switzerland,Switzerland,4,1,Italy, ,Switzerland,5
1954,1954-06-26, 17:00 ,Quarter-finals,St. Jakob,Basel ,Switzerland,Uruguay,4,2,England, ,Uruguay,6
1954,1954-06-26, 17:00 ,Quarter-finals,La Pontaise,Lausanne ,Switzerland,Austria,7,5,Switzerland, ,Austria,12
1954,1954-06-27, 17:00 ,Quarter-finals,Charmilles,Geneva ,Switzerland,Germany,2,0,Yugoslavia, ,Germany,2
1954,1954-06-27, 17:00 ,Quarter-finals,Wankdorf Stadium,Berne ,Switzerland,Hungary,4,2,Brazil, ,Hungary,6
1954,1954-06-30, 18:00 ,Semi-finals,St. Jakob,Basel ,Switzerland,Germany,6,1,Austria, ,Germany,7
1954,1954-06-30, 18:00 ,Semi-finals,La Pontaise,Lausanne ,Switzerland,Hungary,4,2,Uruguay,Hungary win after extra time ,Hungary,6
1954,1954-07-03, 17:00 ,Match for third place,Hardturm,Zurich ,Switzerland,Austria,3,1,Uruguay, ,Austria,4
1954,1954-07-04, 17:00 ,Final,Wankdorf Stadium,Berne ,Switzerland,Germany,3,2,Hungary, ,Germany,5
1958,1958-06-08, 14:00 ,Group 3,Rasunda Stadium,Solna ,Sweden,Sweden,3,0,Mexico, ,Sweden,3
1958,1958-06-08, 19:00 ,Group 4,Nya Ullevi,Gothenburg ,Sweden,Russia,2,2,England, ,Draw,4
1958,1958-06-08, 19:00 ,Group 1,Malmo Stadion,Malmï¿½ ,Sweden,Argentina,1,3,Germany, ,Germany,4
1958,1958-06-08, 19:00 ,Group 3,Jarnvallen,Sandviken ,Sweden,Hungary,1,1,Wales, ,Draw,2
1958,1958-06-08, 19:00 ,Group 2,Idrottsparken,Norrkï¿½Ping ,Sweden,France,7,3,Paraguay, ,France,10
1958,1958-06-08, 19:00 ,Group 2,Arosvallen,Vasteras ,Sweden,Yugoslavia,1,1,Scotland, ,Draw,2
1958,1958-06-08, 19:00 ,Group 4,Rimnersvallen,Udevalla ,Sweden,Brazil,3,0,Austria, ,Brazil,3
1958,1958-06-08, 19:00 ,Group 1,Orjans Vall,Halmstad ,Sweden,Northern Ireland,1,0,Czechoslovakia, ,Northern Ireland,1
1958,1958-06-11, 19:00 ,Group 4,Nya Ullevi,Gothenburg ,Sweden,Brazil,0,0,England, ,Draw,0
1958,1958-06-11, 19:00 ,Group 3,Rasunda Stadium,Solna ,Sweden,Mexico,1,1,Wales, ,Draw,2
1958,1958-06-11, 19:00 ,Group 2,Idrottsparken,Norrkï¿½Ping ,Sweden,Paraguay,3,2,Scotland, ,Paraguay,5
1958,1958-06-11, 19:00 ,Group 2,Arosvallen,Vasteras ,Sweden,Yugoslavia,3,2,France, ,Yugoslavia,5
1958,1958-06-11, 19:00 ,Group 4,Ryavallen,Boras ,Sweden,Russia,2,0,Austria, ,Russia,2
1958,1958-06-11, 19:00 ,Group 1,Olympia Stadium,Helsingborg ,Sweden,Germany,2,2,Czechoslovakia, ,Draw,4
1958,1958-06-11, 19:00 ,Group 1,Orjans Vall,Halmstad ,Sweden,Argentina,3,1,Northern Ireland, ,Argentina,4
1958,1958-06-12, 19:00 ,Group 3,Rasunda Stadium,Solna ,Sweden,Sweden,2,1,Hungary, ,Sweden,3
1958,1958-06-15, 14:00 ,Group 3,Rasunda Stadium,Solna ,Sweden,Sweden,0,0,Wales, ,Draw,0
1958,1958-06-15, 19:00 ,Group 4,Nya Ullevi,Gothenburg ,Sweden,Brazil,2,0,Russia, ,Brazil,2
1958,1958-06-15, 19:00 ,Group 1,Malmo Stadion,Malmï¿½ ,Sweden,Germany,2,2,Northern Ireland, ,Draw,4
1958,1958-06-15, 19:00 ,Group 3,Jarnvallen,Sandviken ,Sweden,Hungary,4,0,Mexico, ,Hungary,4
1958,1958-06-15, 19:00 ,Group 2,Tunavallen,Eskilstuna ,Sweden,Paraguay,3,3,Yugoslavia, ,Draw,6
1958,1958-06-15, 19:00 ,Group 2,Eyravallen,Orebro ,Sweden,France,2,1,Scotland, ,France,3
1958,1958-06-15, 19:00 ,Group 4,Ryavallen,Boras ,Sweden,England,2,2,Austria, ,Draw,4
1958,1958-06-15, 19:00 ,Group 1,Olympia Stadium,Helsingborg ,Sweden,Czechoslovakia,6,1,Argentina, ,Czechoslovakia,7
1958,1958-06-17, 19:00 ,Group 4,Nya Ullevi,Gothenburg ,Sweden,Russia,1,0,England, ,Russia,1
1958,1958-06-17, 19:00 ,Group 1,Malmo Stadion,Malmï¿½ ,Sweden,Northern Ireland,2,1,Czechoslovakia,Northern Ireland win after extra time ,Northern Ireland,3
1958,1958-06-17, 19:00 ,Group 3,Rasunda Stadium,Solna ,Sweden,Wales,2,1,Hungary, ,Wales,3
1958,1958-06-19, 19:00 ,Quarter-finals,Nya Ullevi,Gothenburg ,Sweden,Brazil,1,0,Wales, ,Brazil,1
1958,1958-06-19, 19:00 ,Quarter-finals,Malmo Stadion,Malmï¿½ ,Sweden,Germany,1,0,Yugoslavia, ,Germany,1
1958,1958-06-19, 19:00 ,Quarter-finals,Rasunda Stadium,Solna ,Sweden,Sweden,2,0,Russia, ,Sweden,2
1958,1958-06-19, 19:00 ,Quarter-finals,Idrottsparken,Norrkï¿½Ping ,Sweden,France,4,0,Northern Ireland, ,France,4
1958,1958-06-24, 19:00 ,Semi-finals,Nya Ullevi,Gothenburg ,Sweden,Sweden,3,1,Germany, ,Sweden,4
1958,1958-06-24, 19:00 ,Semi-finals,Rasunda Stadium,Solna ,Sweden,Brazil,5,2,France, ,Brazil,7
1958,1958-06-28, 17:00 ,Match for third place,Nya Ullevi,Gothenburg ,Sweden,France,6,3,Germany, ,France,9
1958,1958-06-29, 15:00 ,Final,Rasunda Stadium,Solna ,Sweden,Brazil,5,2,Sweden, ,Brazil,7
1962,1962-05-30, 15:00 ,Group 1,Carlos Dittborn,Arica ,Chile,Uruguay,2,1,Colombia, ,Uruguay,3
1962,1962-05-30, 15:00 ,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,Brazil,2,0,Mexico, ,Brazil,2
1962,1962-05-30, 15:00 ,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,Argentina,1,0,Bulgaria, ,Argentina,1
1962,1962-05-30, 15:00 ,Group 2,Nacional,Santiago De Chile ,Chile,Chile,3,1,Switzerland, ,Chile,4
1962,1962-05-31, 15:00 ,Group 1,Carlos Dittborn,Arica ,Chile,Russia,2,0,Yugoslavia, ,Russia,2
1962,1962-05-31, 15:00 ,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,Czechoslovakia,1,0,Spain, ,Czechoslovakia,1
1962,1962-05-31, 15:00 ,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,Hungary,2,1,England, ,Hungary,3
1962,1962-05-31, 15:00 ,Group 2,Nacional,Santiago De Chile ,Chile,Germany,0,0,Italy, ,Draw,0
1962,1962-06-02, 15:00 ,Group 1,Carlos Dittborn,Arica ,Chile,Yugoslavia,3,1,Uruguay, ,Yugoslavia,4
1962,1962-06-02, 15:00 ,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,Brazil,0,0,Czechoslovakia, ,Draw,0
1962,1962-06-02, 15:00 ,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,England,3,1,Argentina, ,England,4
1962,1962-06-02, 15:00 ,Group 2,Nacional,Santiago De Chile ,Chile,Chile,2,0,Italy, ,Chile,2
1962,1962-06-03, 15:00 ,Group 1,Carlos Dittborn,Arica ,Chile,Russia,4,4,Colombia, ,Draw,8
1962,1962-06-03, 15:00 ,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,Spain,1,0,Mexico, ,Spain,1
1962,1962-06-03, 15:00 ,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,Hungary,6,1,Bulgaria, ,Hungary,7
1962,1962-06-03, 15:00 ,Group 2,Nacional,Santiago De Chile ,Chile,Germany,2,1,Switzerland, ,Germany,3
1962,1962-06-06, 15:00 ,Group 1,Carlos Dittborn,Arica ,Chile,Russia,2,1,Uruguay, ,Russia,3
1962,1962-06-06, 15:00 ,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,Brazil,2,1,Spain, ,Brazil,3
1962,1962-06-06, 15:00 ,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,Hungary,0,0,Argentina, ,Draw,0
1962,1962-06-06, 15:00 ,Group 2,Nacional,Santiago De Chile ,Chile,Germany,2,0,Chile, ,Germany,2
1962,1962-06-07, 15:00 ,Group 1,Carlos Dittborn,Arica ,Chile,Yugoslavia,5,0,Colombia, ,Yugoslavia,5
1962,1962-06-07, 15:00 ,Group 3,Estadio Sausalito,Vina Del Mar ,Chile,Mexico,3,1,Czechoslovakia, ,Mexico,4
1962,1962-06-07, 15:00 ,Group 4,Estadio El Teniente-Codelco,Rancagua ,Chile,England,0,0,Bulgaria, ,Draw,0
1962,1962-06-07, 15:00 ,Group 2,Nacional,Santiago De Chile ,Chile,Italy,3,0,Switzerland, ,Italy,3
1962,1962-06-10, 14:30 ,Quarter-finals,Carlos Dittborn,Arica ,Chile,Chile,2,1,Russia, ,Chile,3
1962,1962-06-10, 14:30 ,Quarter-finals,Estadio Sausalito,Vina Del Mar ,Chile,Brazil,3,1,England, ,Brazil,4
1962,1962-06-10, 14:30 ,Quarter-finals,Estadio El Teniente-Codelco,Rancagua ,Chile,Czechoslovakia,1,0,Hungary, ,Czechoslovakia,1
1962,1962-06-10, 14:30 ,Quarter-finals,Nacional,Santiago De Chile ,Chile,Yugoslavia,1,0,Germany, ,Yugoslavia,1
1962,1962-06-13, 14:30 ,Semi-finals,Estadio Sausalito,Vina Del Mar ,Chile,Czechoslovakia,3,1,Yugoslavia, ,Czechoslovakia,4
1962,1962-06-13, 14:30 ,Semi-finals,Nacional,Santiago De Chile ,Chile,Brazil,4,2,Chile, ,Brazil,6
1962,1962-06-16, 14:30 ,Match for third place,Nacional,Santiago De Chile ,Chile,Chile,1,0,Yugoslavia, ,Chile,1
1962,1962-06-17, 14:30 ,Final,Nacional,Santiago De Chile ,Chile,Brazil,3,1,Czechoslovakia, ,Brazil,4
1966,1966-07-11, 19:30 ,Group 1,Wembley Stadium,London ,England,England,0,0,Uruguay, ,Draw,0
1966,1966-07-12, 19:30 ,Group 2,Hillsborough,Sheffield ,England,Germany,5,0,Switzerland, ,Germany,5
1966,1966-07-12, 19:30 ,Group 3,Goodison Park,Liverpool ,England,Brazil,2,0,Bulgaria, ,Brazil,2
1966,1966-07-12, 19:30 ,Group 4,Ayresome Park,Middlesbrough ,England,Russia,3,0,Korea DPR, ,Russia,3
1966,1966-07-13, 19:30 ,Group 1,Wembley Stadium,London ,England,France,1,1,Mexico, ,Draw,2
1966,1966-07-13, 19:30 ,Group 3,Old Trafford Stadium,Manchester ,England,Portugal,3,1,Hungary, ,Portugal,4
1966,1966-07-13, 19:30 ,Group 2,Villa Park,Birmingham ,England,Argentina,2,1,Spain, ,Argentina,3
